class_folder,class_name,filename,severity_ratio,severity_percent,grade,leaf_pixels,disease_pixels
Tomato___Septoria_leaf_spot,Septoria,cb6929ff-8e9b-42f2-97d4-ec388a5a6b06___JR_Sept.L.S 8461_final_masked.jpg,0.0,0.0,Mild,17114,0
Tomato___Septoria_leaf_spot,Septoria,cbc521e4-3e95-4c0d-a806-56519afd72df___JR_Sept.L.S 8561_final_masked.jpg,0.0232,2.32,Mild,12441,289
Tomato___Septoria_leaf_spot,Septoria,ce0bad5b-8752-4d85-af7f-d4d6ad672865___JR_Sept.L.S 2529_final_masked.jpg,0.0002,0.02,Mild,23920,5
Tomato___Septoria_leaf_spot,Septoria,ce36c943-7a6b-4437-b5cc-773c511eeb55___Matt.S_CG 7800_final_masked.jpg,0.0,0.0,Mild,21219,0
Tomato___Septoria_leaf_spot,Septoria,ce568d1c-fb5d-4d7a-bbff-13da7d3ec8ef___Matt.S_CG 1041_final_masked.jpg,0.0038,0.38,Mild,21842,84
Tomato___Septoria_leaf_spot,Septoria,cee2bd4d-a256-46c7-98bf-1a9a19176a4c___Matt.S_CG 7749_final_masked.jpg,0.001,0.1,Mild,22156,23
Tomato___Septoria_leaf_spot,Septoria,d01e3301-f680-4807-801c-b3660181c350___Matt.S_CG 6589_final_masked.jpg,0.0031,0.31,Mild,19867,62
Tomato___Septoria_leaf_spot,Septoria,d32e7797-bc8e-4042-a170-bb2d2a415d75___JR_Sept.L.S 8399_final_masked.jpg,0.0045,0.45,Mild,22424,100
Tomato___Septoria_leaf_spot,Septoria,d3e95fd9-f4b2-4925-afe6-739cffdd5c9f___JR_Sept.L.S 8480_final_masked.jpg,0.0102,1.02,Mild,5172,53
Tomato___Septoria_leaf_spot,Septoria,d5244d08-ddff-4848-8685-2d06caf4cbfa___Matt.S_CG 0748_final_masked.jpg,0.0,0.0,Mild,6916,0
Tomato___Septoria_leaf_spot,Septoria,d5aea5fd-511a-4b5a-92d5-b4063c2c9615___Matt.S_CG 0669_final_masked.jpg,0.0,0.0,Mild,21637,0
Tomato___Septoria_leaf_spot,Septoria,d960a283-31c7-48d2-8147-8d5247829a33___Matt.S_CG 1669_final_masked.jpg,0.0238,2.38,Mild,17725,422
Tomato___Septoria_leaf_spot,Septoria,da74ea57-f6f1-4adb-8bcd-1a72c3f91bcf___Matt.S_CG 0920_final_masked.jpg,0.0019,0.19,Mild,25577,48
Tomato___Septoria_leaf_spot,Septoria,dc2dc933-0e6f-46ea-a490-55919ec329e6___Matt.S_CG 1304_final_masked.jpg,0.0037,0.37,Mild,20193,74
Tomato___Septoria_leaf_spot,Septoria,dc826047-4bb2-4a30-8e3c-410919bb3aaa___Matt.S_CG 0904_final_masked.jpg,0.0,0.0,Mild,26459,0
Tomato___Septoria_leaf_spot,Septoria,de026b6e-618a-4d24-8e9a-511144aa94d9___Matt.S_CG 0915_final_masked.jpg,0.0,0.0,Mild,25984,0
Tomato___Septoria_leaf_spot,Septoria,de4a4bd4-b611-46fd-8190-cff651b56326___Matt.S_CG 6718_final_masked.jpg,0.0008,0.08,Mild,25194,21
Tomato___Septoria_leaf_spot,Septoria,de9bb1e9-2ddb-47ee-a05a-01e380837d49___Matt.S_CG 6024_final_masked.jpg,0.001,0.1,Mild,16058,16
Tomato___Septoria_leaf_spot,Septoria,e0bd1520-369e-4884-85a5-46dac6268e7a___Matt.S_CG 7709_final_masked.jpg,0.001,0.1,Mild,20372,21
Tomato___Septoria_leaf_spot,Septoria,e101f7ec-da0f-4b0d-86db-69cdb79ebd83___Keller.St_CG 1832_final_masked.jpg,0.0,0.0,Mild,11154,0
Tomato___Septoria_leaf_spot,Septoria,e26e353d-f3fa-4e2a-912e-8caabba7f900___Matt.S_CG 0744_final_masked.jpg,0.0004,0.04,Mild,22501,10
Tomato___Septoria_leaf_spot,Septoria,e301a5e1-ab4c-4a82-b79f-074a8147827f___Matt.S_CG 0839_final_masked.jpg,0.0,0.0,Mild,25795,0
Tomato___Septoria_leaf_spot,Septoria,e398668b-1722-455b-ab4e-a2be1203c7d6___Keller.St_CG 2001_final_masked.jpg,0.0,0.0,Mild,11248,0
Tomato___Septoria_leaf_spot,Septoria,e59c82e1-d055-4876-87dd-1a2f7d1cfa11___Matt.S_CG 7804_final_masked.jpg,0.0,0.0,Mild,20029,0
Tomato___Septoria_leaf_spot,Septoria,e64957e9-bdcc-4d5c-82c1-ce09b1a1aa01___Matt.S_CG 7662_final_masked.jpg,0.0038,0.38,Mild,22295,84
Tomato___Septoria_leaf_spot,Septoria,e74261a8-7e3a-43b5-a4de-16a7946b5d8f___Matt.S_CG 1049_final_masked.jpg,0.0009,0.09,Mild,28498,27
Tomato___Septoria_leaf_spot,Septoria,e9de0604-a1be-42b7-8c6f-f376904c0473___Matt.S_CG 1688_final_masked.jpg,0.0006,0.06,Mild,17450,10
Tomato___Septoria_leaf_spot,Septoria,ebccf4e1-f615-4812-a572-b3d9adddcf91___Matt.S_CG 7467_final_masked.jpg,0.0,0.0,Mild,18306,0
Tomato___Septoria_leaf_spot,Septoria,ec167921-a25d-413f-b73c-5c72cc270433___Matt.S_CG 2682_final_masked.jpg,0.0,0.0,Mild,21970,0
Tomato___Septoria_leaf_spot,Septoria,ee87e5d3-617f-4530-98ec-18a8ed9ee425___Keller.St_CG 1998_final_masked.jpg,0.0,0.0,Mild,12261,0
Tomato___Septoria_leaf_spot,Septoria,f1a943c2-373d-43e1-97c4-19458d938bdc___Matt.S_CG 6732_final_masked.jpg,0.0005,0.05,Mild,24163,13
Tomato___Septoria_leaf_spot,Septoria,f3a103ef-7626-4a60-9f36-c32077ccab24___Keller.St_CG 1974_final_masked.jpg,0.0,0.0,Mild,16640,0
Tomato___Septoria_leaf_spot,Septoria,f52594e8-944c-4c02-8bd3-47f98a1cf375___Matt.S_CG 1607_final_masked.jpg,0.0037,0.37,Mild,18202,68
Tomato___Septoria_leaf_spot,Septoria,f692e788-e802-4065-af42-4b3a62e50fce___Matt.S_CG 2426_final_masked.jpg,0.0,0.0,Mild,24532,0
Tomato___Septoria_leaf_spot,Septoria,f8e19e45-a84d-4292-8849-8849518a2d4f___JR_Sept.L.S 8517_final_masked.jpg,0.0008,0.08,Mild,16929,13
Tomato___Septoria_leaf_spot,Septoria,fa477e80-af35-4ef8-b16b-78e0f884f737___Matt.S_CG 2715_final_masked.jpg,0.0,0.0,Mild,21748,0
Tomato___Septoria_leaf_spot,Septoria,fa61de1d-a49d-4e6b-aa12-61be0e1e7fe7___Matt.S_CG 7576_final_masked.jpg,0.0,0.0,Mild,24165,0
Tomato___Septoria_leaf_spot,Septoria,fb6bea39-f361-457c-b73e-fe3b2dbe6259___Matt.S_CG 2786_final_masked.jpg,0.0018,0.18,Mild,23330,42
Tomato___Septoria_leaf_spot,Septoria,fcd686b5-7726-4faf-89b5-13ae16e5244f___JR_Sept.L.S 2636_final_masked.jpg,0.0003,0.03,Mild,15499,5
Tomato___Septoria_leaf_spot,Septoria,fe20769d-b886-41d5-ada8-bb25ce119493___Matt.S_CG 7770_final_masked.jpg,0.0,0.0,Mild,23898,0
Tomato___Septoria_leaf_spot,Septoria,ffbb4b17-6760-48fd-bbfa-70120a53db86___Matt.S_CG 1284_final_masked.jpg,0.0008,0.08,Mild,25428,20
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,02c791ab-ffc3-40d4-9b42-db946eee2413___Com.G_SpM_FL 1640_final_masked.jpg,0.0268,2.68,Mild,21573,578
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,089621fa-9c68-4401-a964-ee3383a31cd6___Com.G_SpM_FL 8554_final_masked.jpg,0.0057,0.57,Mild,15582,89
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,09434fa9-0733-4ef5-9cc3-db29d1e3a480___Com.G_SpM_FL 1425_final_masked.jpg,0.0,0.0,Mild,12237,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,0c2e84df-4d41-46f6-9cf9-05aea349ce18___Com.G_SpM_FL 1142_final_masked.jpg,0.0009,0.09,Mild,19442,18
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,0eee4e0a-7952-4973-96c9-2c441f864752___Com.G_SpM_FL 8802_final_masked.jpg,0.0026,0.26,Mild,19044,50
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,1001f133-ff3e-48de-b288-5a3802d9f3e1___Com.G_SpM_FL 8621_final_masked.jpg,0.0078,0.78,Mild,21220,165
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,1030a8ae-d4f2-4a36-aac9-c5ca40e5ec03___Com.G_SpM_FL 9295_final_masked.jpg,0.0,0.0,Mild,16868,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,1075cc73-3ea9-47c1-a92d-98cda4b222b7___Com.G_SpM_FL 9467_final_masked.jpg,0.0015,0.15,Mild,12590,19
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,123223d5-ec90-4df4-8a65-e474c88fda19___Com.G_SpM_FL 1664_final_masked.jpg,0.0236,2.36,Mild,20663,488
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,127e63a5-631d-4d1a-8196-300d38e00069___Com.G_SpM_FL 1590_final_masked.jpg,0.0159,1.59,Mild,16589,264
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,13a2ffdb-0bf0-40e2-96f0-d8ce463a73d8___Com.G_SpM_FL 9300_final_masked.jpg,0.0,0.0,Mild,14297,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,15f6c5bf-d689-4ffd-a27f-821c0517224c___Com.G_SpM_FL 1591_final_masked.jpg,0.0284,2.84,Mild,13991,397
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,174b7a43-238b-4f06-84b0-d00b35857bb3___Com.G_SpM_FL 9267_final_masked.jpg,0.0016,0.16,Mild,13897,22
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,174d0b38-319e-465d-bdaa-4e32693d0e91___Com.G_SpM_FL 1221_final_masked.jpg,0.006,0.6,Mild,13411,81
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,1767a6b2-2764-49a1-b774-3c411337bb63___Com.G_SpM_FL 1201_final_masked.jpg,0.0458,4.58,Mild,15819,724
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,187be065-ec6f-4e93-a647-e7385dca9272___Com.G_SpM_FL 9305_final_masked.jpg,0.0,0.0,Mild,15853,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,1948cb2f-39fc-44f4-ab8c-00aa77fbe07f___Com.G_SpM_FL 8674_final_masked.jpg,0.0045,0.45,Mild,17825,80
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,1b9607e3-1eec-4a0f-876b-f7923515b7e6___Com.G_SpM_FL 9288_final_masked.jpg,0.0003,0.03,Mild,16161,5
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,1bb271cf-e12d-4536-a164-9a6a87002cd0___Com.G_SpM_FL 1593_final_masked.jpg,0.0064,0.64,Mild,14388,92
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,1c4ea24a-8e30-4fde-8ff3-32c9bbe4b432___Com.G_SpM_FL 1448_final_masked.jpg,0.0177,1.77,Mild,16486,291
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,207097b4-b76a-41dc-b80f-db4f2c9f2616___Com.G_SpM_FL 1408_final_masked.jpg,0.0378,3.78,Mild,18114,684
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,208a5b88-1c05-4cdb-b43b-aacc6ee5647d___Com.G_SpM_FL 9280_final_masked.jpg,0.0,0.0,Mild,11383,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,2252552c-aa8f-45a4-8c26-f79fa3febf9d___Com.G_SpM_FL 8955_final_masked.jpg,0.009,0.9,Mild,18787,170
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,2482ef02-b513-41ee-95df-81ae24ef55dd___Com.G_SpM_FL 8562_final_masked.jpg,0.0051,0.51,Mild,18346,93
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,25245f74-df2c-442d-8146-bdf161cc18f2___Com.G_SpM_FL 1419_final_masked.jpg,0.0246,2.46,Mild,16198,399
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,28bf7171-b342-4e85-95f9-bef10104b93e___Com.G_SpM_FL 1652_final_masked.jpg,0.0275,2.75,Mild,16507,454
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,2a686a22-3384-43b6-a0e1-4b176ebde206___Com.G_SpM_FL 9635_final_masked.jpg,0.0,0.0,Mild,17742,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,2c0e3e42-3856-46e3-b12f-57719eeb5ef4___Com.G_SpM_FL 9598_final_masked.jpg,0.0073,0.73,Mild,21773,158
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,2c2f7f98-8c5b-4981-bb74-f827c5f963fe___Com.G_SpM_FL 8734_final_masked.jpg,0.011,1.1,Mild,20072,220
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,2e41a813-b5a7-4501-bec2-e0f2db310a2c___Com.G_SpM_FL 9570_final_masked.jpg,0.0012,0.12,Mild,18458,22
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,2eacde8c-c10b-4768-b5f8-9405673cd19b___Com.G_SpM_FL 1188_final_masked.jpg,0.0026,0.26,Mild,15983,41
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,2ec0c679-521d-455f-8741-067470353fe3___Com.G_SpM_FL 8795_final_masked.jpg,0.0084,0.84,Mild,19525,164
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,2fad548e-ff9d-4f86-9831-3ce68a76da57___Com.G_SpM_FL 1203_final_masked.jpg,0.0046,0.46,Mild,15170,70
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,37643f50-c651-4b66-863b-1c10aa4de541___Com.G_SpM_FL 9571_final_masked.jpg,0.0003,0.03,Mild,14339,5
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,3a190004-02f9-4284-9750-d12fe0272a6f___Com.G_SpM_FL 8922_final_masked.jpg,0.0025,0.25,Mild,11935,30
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,3cf4bee8-cd23-461c-b1c4-1d857b37ad76___Com.G_SpM_FL 1223_final_masked.jpg,0.0019,0.19,Mild,13525,26
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,3f364683-faa4-490f-b512-1f78010fcbe8___Com.G_SpM_FL 1164_final_masked.jpg,0.004,0.4,Mild,16412,66
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,3f3b3e8c-9b45-4f68-ae3c-a3b3a12f69a1___Com.G_SpM_FL 1679_final_masked.jpg,0.0125,1.25,Mild,19074,238
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,416c7502-7038-43fb-a700-d11d8a54cafb___Com.G_SpM_FL 9025_final_masked.jpg,0.0031,0.31,Mild,16332,50
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,41f98f75-b866-4393-8b0b-f72c008fe250___Com.G_SpM_FL 8468_final_masked.jpg,0.0109,1.09,Mild,12878,140
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,443ec2ab-57b1-4853-a779-2f020ac7d1cf___Com.G_SpM_FL 8983_final_masked.jpg,0.0013,0.13,Mild,16367,21
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,4457d445-c255-47ae-8856-6975d6941db6___Com.G_SpM_FL 1527_final_masked.jpg,0.0439,4.39,Mild,16454,723
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,45248234-50eb-465e-a7e1-7b80140db3d3___Com.G_SpM_FL 9509_final_masked.jpg,0.001,0.1,Mild,14034,14
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,47b9fa43-926d-496f-9315-d0abd74a0802___Com.G_SpM_FL 9041_final_masked.jpg,0.005,0.5,Mild,14062,70
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,487fcd80-d74a-4e29-8959-7c02de6c5846___Com.G_SpM_FL 1240_final_masked.jpg,0.0317,3.17,Mild,18193,577
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,491846cf-0ae0-41f5-aacb-b686b60f0f63___Com.G_SpM_FL 1183_final_masked.jpg,0.0055,0.55,Mild,16331,90
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,4924c274-46b7-4ee6-8464-3274c179c9ba___Com.G_SpM_FL 1235_final_masked.jpg,0.0021,0.21,Mild,14302,30
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,4a6a93a5-d51c-4769-8669-12ec54d87ce6___Com.G_SpM_FL 9441_final_masked.jpg,0.0,0.0,Mild,15739,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,4b1d558e-7ffb-409b-bf8e-9b665519e896___Com.G_SpM_FL 8746_final_masked.jpg,0.0052,0.52,Mild,19911,103
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,4da271e5-a4db-458a-b09c-caa83f8c6eb9___Com.G_SpM_FL 9364_final_masked.jpg,0.0,0.0,Mild,16064,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,4f355304-d619-4594-8370-a0863049bf4d___Com.G_SpM_FL 8981_final_masked.jpg,0.104,10.4,Mild,19468,2025
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,50a5fe07-466c-47a6-b9a9-565a9b070fe2___Com.G_SpM_FL 8664_final_masked.jpg,0.0014,0.14,Mild,21216,29
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,5325808a-1f2d-4824-9175-3d47e5104810___Com.G_SpM_FL 1539_final_masked.jpg,0.0419,4.19,Mild,18859,790
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,56c9cf66-9b9f-4da0-88b7-47fe8f633a84___Com.G_SpM_FL 9296_final_masked.jpg,0.0,0.0,Mild,18815,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,56db1492-8d5a-41fb-bb9f-fc5fcd8eb586___Com.G_SpM_FL 1357_final_masked.jpg,0.0072,0.72,Mild,14077,102
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,57d35e31-04f4-4f97-9454-db012ca0cda4___Com.G_SpM_FL 9253_final_masked.jpg,0.0092,0.92,Mild,13105,120
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,589f1c2b-ab15-4e51-83f8-6aea65aaaea3___Com.G_SpM_FL 1562_final_masked.jpg,0.0143,1.43,Mild,15134,216
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,58d5cbab-162b-4091-8add-21a336398731___Com.G_SpM_FL 8933_final_masked.jpg,0.0028,0.28,Mild,14949,42
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,591a3693-c7a6-4435-8a83-2e7593771788___Com.G_SpM_FL 8949_final_masked.jpg,0.006,0.6,Mild,16243,98
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,5d3d9d20-5a2e-4723-82ef-fa470a003d87___Com.G_SpM_FL 1582_final_masked.jpg,0.0115,1.15,Mild,15662,180
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,5d41d1f6-6e1c-401c-9ac3-d81683ea1191___Com.G_SpM_FL 9030_final_masked.jpg,0.0016,0.16,Mild,12223,20
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,629cdfbf-12bb-4f71-a0b5-3a6a7bdf634a___Com.G_SpM_FL 9488_final_masked.jpg,0.0007,0.07,Mild,15478,11
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,62c5a856-8aca-4589-9e34-1076b7bd3ce5___Com.G_SpM_FL 1377_final_masked.jpg,0.012,1.2,Mild,20454,246
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,63a687b1-1d5f-4b5b-9a16-c4fb2e9b2c30___Com.G_SpM_FL 1723_final_masked.jpg,0.0059,0.59,Mild,16175,96
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,6a62f7da-c954-45df-b6c0-a679787750fa___Com.G_SpM_FL 1139_final_masked.jpg,0.0009,0.09,Mild,15189,14
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,6af48596-04c6-4c72-9c6b-665ae0ca9781___Com.G_SpM_FL 9388_final_masked.jpg,0.0,0.0,Mild,19059,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,6cd3ec63-53fd-419e-b0b8-f48197586d99___Com.G_SpM_FL 1269_final_masked.jpg,0.0093,0.93,Mild,14788,137
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,6e1b52cd-29be-401b-b935-958bbca0f3fd___Com.G_SpM_FL 8694_final_masked.jpg,0.0148,1.48,Mild,14080,208
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,6e543dfb-0c4e-46de-8c2d-f553491d085d___Com.G_SpM_FL 8597_final_masked.jpg,0.004,0.4,Mild,21976,87
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,70d6d93b-0c77-4181-8d38-0e3fc988e884___Com.G_SpM_FL 9292_final_masked.jpg,0.0,0.0,Mild,11544,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,72ea3559-17ea-4441-8188-bc561e66ff06___Com.G_SpM_FL 1400_final_masked.jpg,0.0239,2.39,Mild,15505,371
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,7346096e-9edb-48c3-a45d-65930d45c3ba___Com.G_SpM_FL 8876_final_masked.jpg,0.0135,1.35,Mild,15620,211
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,737e3c49-a2d9-46f4-8c40-bcc5bc7343d2___Com.G_SpM_FL 1767_final_masked.jpg,0.0225,2.25,Mild,16591,374
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,75071acd-8658-45ff-9688-ab8a22bfad10___Com.G_SpM_FL 1675_final_masked.jpg,0.0007,0.07,Mild,17335,13
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,76d8575b-d10f-42d2-9efb-8a122056ec86___Com.G_SpM_FL 1457_final_masked.jpg,0.0101,1.01,Mild,18244,184
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,79a8cff2-90ac-4e47-ad56-014accc6e0e9___Com.G_SpM_FL 9537_final_masked.jpg,0.0,0.0,Mild,16180,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,7a08db2d-d61c-447b-b45d-b118351e88f5___Com.G_SpM_FL 9456_final_masked.jpg,0.0,0.0,Mild,18693,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,7f32903b-0b65-4e0c-9d7d-7b5b80197097___Com.G_SpM_FL 9606_final_masked.jpg,0.0,0.0,Mild,15265,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,81694ba2-5158-48aa-8b54-80ab5cae801c___Com.G_SpM_FL 9308_final_masked.jpg,0.0,0.0,Mild,14876,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,81b7c9e5-7041-4b93-b369-236093916a13___Com.G_SpM_FL 9440_final_masked.jpg,0.0003,0.03,Mild,16848,5
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,83bc9c0d-4031-41ab-a636-45fcb01b1983___Com.G_SpM_FL 9380_final_masked.jpg,0.0,0.0,Mild,17780,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,85013fcf-15cc-4365-8536-735de6d9be7b___Com.G_SpM_FL 1576_final_masked.jpg,0.0291,2.91,Mild,19444,565
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,8515b72f-6c10-416c-8cdb-95673b3dbf46___Com.G_SpM_FL 9423_final_masked.jpg,0.001,0.1,Mild,15141,15
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,85d02dcc-7d8f-4ba1-a55e-14d5e75444c5___Com.G_SpM_FL 9479_final_masked.jpg,0.0031,0.31,Mild,15947,49
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,86f49ade-7fe5-4434-a5d6-c671a0ed2f6d___Com.G_SpM_FL 8508_final_masked.jpg,0.0,0.0,Mild,15848,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,878ca009-c79a-4449-b280-c9a48b8c2322___Com.G_SpM_FL 1502_final_masked.jpg,0.0079,0.79,Mild,18410,145
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,8d3dee7d-c032-412b-81dc-40fd160be9f2___Com.G_SpM_FL 1478_final_masked.jpg,0.0015,0.15,Mild,19545,29
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,8db2385b-edb8-46c1-92ab-c46bf76db8be___Com.G_SpM_FL 8602_final_masked.jpg,0.009,0.9,Mild,14490,130
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,8fd420fe-6e79-46a5-917e-4cfaca97bd5a___Com.G_SpM_FL 8900_final_masked.jpg,0.0022,0.22,Mild,17544,38
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,92d70b79-4175-4994-b706-e4ba8805f8d6___Com.G_SpM_FL 8434_final_masked.jpg,0.0,0.0,Mild,17685,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,932960b9-d5f1-4636-87dd-86620488c2b4___Com.G_SpM_FL 9587_final_masked.jpg,0.0003,0.03,Mild,16807,5
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,937cddd0-a34d-4b1d-8702-e96989c1bcf2___Com.G_SpM_FL 1186_final_masked.jpg,0.0023,0.23,Mild,17893,42
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,98916e40-9711-49d6-af8b-77c10be459e2___Com.G_SpM_FL 8551_final_masked.jpg,0.0015,0.15,Mild,23978,36
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,9ab54b59-cf04-4f64-aab7-57b64de6ac44___Com.G_SpM_FL 1225_final_masked.jpg,0.0027,0.27,Mild,14947,41
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,9dd75aef-3604-468b-9a5b-53442aae8303___Com.G_SpM_FL 9512_final_masked.jpg,0.0,0.0,Mild,12779,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,9e1cfd52-d7f1-46a6-a88e-9fafe1f82b69___Com.G_SpM_FL 1283_final_masked.jpg,0.0018,0.18,Mild,13550,24
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,a3730723-fc8b-4576-b031-e584e270d775___Com.G_SpM_FL 1144_final_masked.jpg,0.0017,0.17,Mild,17258,29
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,a56182d9-143a-45fc-a1be-946ba0d46935___Com.G_SpM_FL 9550_final_masked.jpg,0.0049,0.49,Mild,19736,96
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,a6ab82be-a59d-4288-aec5-194d8d796a31___Com.G_SpM_FL 9322_final_masked.jpg,0.0,0.0,Mild,18173,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,a72e3d6b-3c1b-4e2f-83b3-26eef0e1c3f3___Com.G_SpM_FL 1311_final_masked.jpg,0.0054,0.54,Mild,20571,111
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,a8a96fef-22c8-45d9-971a-8211b91e72de___Com.G_SpM_FL 8520_final_masked.jpg,0.0,0.0,Mild,16909,0
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,aaa6e60c-1db9-475d-b312-c3fea4a00c5a___Com.G_SpM_FL 9020_final_masked.jpg,0.0006,0.06,Mild,14476,8
Tomato___Spider_mites Two-spotted_spider_mite,Spider Mites,ac1d7686-c250-47b4-a16d-046305b99d2a___Com.G_SpM_FL 8725_final_masked.jpg,0.0077,0.77,Mild,18472,142
